User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
,53,Male,Mumbai,Vivo,iOS,2.8,,159.3,84.0,3.0,2665.0,2.8,2.9,1459.0,Gaming
,48,Female,Kolkata,OnePlus,iOS,3.8,43.4,8.6,85.0,,4944.0,3.4,4.1,,Work
U11606,58,Other,Kolkata,Apple,Android,10.0,40.4,260.7,168.0,2.9,,2.9,3.2,825.0,Work
U11607,46,Male,Mumbai,Samsung,iOS,9.8,44.8,23.5,45.0,5.3,2123.0,4.7,4.1,,Work
U11608,20,Male,Kolkata,Nokia,iOS,8.4,14.2,245.8,19.0,5.2,,3.9,3.3,687.0,Education
U11609,55,Other,Delhi,Xiaomi,iOS,4.1,20.2,110.7,67.0,,5443.0,4.1,0.2,540.0,Social Media
U11610,23,Other,Jaipur,Samsung,Android,7.5,49.3,284.2,160.0,3.0,3054.0,5.4,0.5,971.0,Gaming
,32,Female,Kolkata,OnePlus,Android,2.7,4.6,118.3,148.0,3.9,2643.0,,1.9,554.0,Social Media
U11612,54,Female,Pune,Motorola,Android,10.5,27.6,210.5,,4.0,2478.0,1.2,2.2,984.0,Education
U11613,30,Female,Mumbai,Google Pixel,iOS,,21.1,292.0,139.0,1.5,3493.0,4.9,2.7,235.0,Gaming
U11614,15,Female,Bangalore,Google Pixel,Android,3.5,49.2,234.8,104.0,,7373.0,0.9,3.1,1939.0,Gaming
U11615,60,Male,Ahmedabad,Realme,Android,7.9,20.9,128.2,125.0,3.3,6418.0,4.3,2.3,1352.0,Education
U11616,33,Female,Pune,OnePlus,Android,,,52.6,91.0,5.1,8203.0,3.8,4.7,1778.0,Gaming
U11617,43,Male,Mumbai,Realme,iOS,5.6,45.4,176.1,196.0,5.3,9976.0,4.9,4.8,1765.0,Gaming
U11618,37,Male,Mumbai,Google Pixel,Android,9.4,36.2,221.8,39.0,,712.0,0.7,2.8,1327.0,Work
U11619,26,Male,Hyderabad,Google Pixel,Android,2.8,17.1,181.6,111.0,5.3,2595.0,1.1,3.5,1896.0,Entertainment
U11620,50,Other,Jaipur,Motorola,Android,2.4,7.0,30.4,122.0,3.8,1759.0,5.1,2.9,1493.0,Gaming
U11621,55,Female,Lucknow,Xiaomi,Android,11.9,33.7,100.3,132.0,0.9,6322.0,5.2,3.6,1770.0,Social Media
U11622,26,Male,Pune,OnePlus,Android,5.6,,229.9,194.0,5.1,5339.0,3.1,0.5,,Work
U11623,49,Female,Jaipur,Nokia,iOS,11.5,3.9,270.9,77.0,1.6,9579.0,4.4,2.5,902.0,Gaming
U11624,60,Male,Lucknow,Samsung,iOS,2.8,35.4,208.4,171.0,2.3,7468.0,5.9,3.9,,Work
U11625,15,Female,Mumbai,Apple,Android,9.3,14.7,167.6,109.0,2.8,6830.0,4.6,2.7,986.0,Social Media
U11626,57,Other,Kolkata,OnePlus,Android,2.2,48.0,80.6,194.0,1.9,7875.0,2.8,,1270.0,Entertainment
U11627,44,Other,Delhi,OnePlus,iOS,11.0,9.7,,70.0,5.0,1770.0,5.0,1.8,1147.0,Entertainment
U11628,56,Male,Bangalore,Oppo,iOS,3.2,44.6,187.6,99.0,6.0,5190.0,,3.5,1299.0,Social Media
U11629,45,Female,Chennai,Google Pixel,iOS,9.5,33.9,227.3,50.0,2.3,1483.0,2.3,2.7,490.0,Entertainment
U11630,29,Male,Jaipur,Xiaomi,Android,6.0,35.3,98.0,,3.0,736.0,,1.8,1611.0,Social Media
U11631,16,Other,Jaipur,Xiaomi,iOS,9.2,2.6,251.7,,4.2,8775.0,,1.0,1708.0,Education
U11632,58,Female,Mumbai,Oppo,iOS,10.1,29.5,59.4,134.0,,4139.0,5.1,0.9,,Gaming
,40,Other,Delhi,Xiaomi,Android,,12.3,76.8,149.0,0.7,3758.0,2.0,0.1,1262.0,Gaming
U11634,46,Male,Mumbai,Google Pixel,Android,,25.4,83.1,145.0,4.3,4502.0,3.3,3.1,943.0,Social Media
U11635,16,Male,Jaipur,Xiaomi,iOS,10.2,29.9,231.4,149.0,3.5,1632.0,,1.1,526.0,Education
U11636,49,Male,Lucknow,Realme,Android,10.1,41.7,216.7,65.0,2.6,1522.0,5.7,3.6,,Work
U11637,60,Other,Bangalore,Vivo,iOS,1.5,36.5,99.7,149.0,5.6,9854.0,0.9,1.5,1907.0,Gaming
U11638,15,Male,Bangalore,OnePlus,Android,6.2,45.0,,119.0,1.4,8387.0,6.2,3.0,1842.0,Education
U11639,58,Male,Ahmedabad,Apple,iOS,5.5,19.3,107.7,168.0,,6734.0,7.3,2.8,1118.0,Social Media
U11640,28,Male,Delhi,Vivo,Android,1.0,9.6,73.6,82.0,4.7,4812.0,2.2,1.3,,Education
U11641,32,Male,Pune,Oppo,Android,9.1,43.3,113.3,177.0,3.7,,4.5,1.4,1172.0,Gaming
U11642,37,Male,Pune,Samsung,Android,10.9,33.0,164.1,,1.7,6589.0,5.5,4.7,1430.0,Work
U11643,42,Female,Hyderabad,Motorola,iOS,10.3,,204.3,111.0,0.7,,1.4,,1257.0,Gaming
U11644,37,Male,Bangalore,OnePlus,Android,1.4,,247.0,69.0,5.8,,1.7,2.2,400.0,Social Media
U11645,53,Other,Hyderabad,Realme,Android,2.0,44.3,138.7,156.0,1.3,8848.0,0.6,0.5,510.0,Education
U11646,41,Female,Lucknow,Motorola,Android,1.7,44.1,202.3,162.0,3.5,5649.0,5.1,4.8,914.0,Education
U11647,56,Female,Jaipur,Oppo,iOS,4.5,17.3,181.4,31.0,,6309.0,,5.0,,Social Media
U11648,43,Female,Kolkata,Samsung,iOS,,,136.1,87.0,1.2,9113.0,,3.1,1685.0,Education
U11649,34,Male,Ahmedabad,Apple,iOS,3.0,20.3,22.4,129.0,1.7,,2.6,0.9,1022.0,Social Media
U11650,16,Male,Mumbai,Samsung,Android,2.6,44.8,174.2,32.0,2.7,428.0,2.2,4.4,265.0,Education
U11651,24,Other,Jaipur,Motorola,Android,,42.5,279.6,,5.9,1487.0,0.7,1.5,1853.0,Gaming
U11652,52,Other,Lucknow,Samsung,Android,4.3,6.5,231.8,,,9782.0,4.5,,339.0,Gaming
U11653,53,Other,Kolkata,Samsung,iOS,10.5,5.0,135.7,14.0,5.8,7592.0,2.2,0.9,1858.0,Work
U11654,53,Male,Pune,OnePlus,Android,10.0,3.1,12.0,74.0,,7335.0,2.5,,615.0,Work
U11655,26,Male,Bangalore,Oppo,Android,5.9,4.9,246.0,44.0,3.4,1541.0,4.7,4.9,1101.0,Education
,54,Male,Pune,Motorola,iOS,4.3,30.9,264.0,73.0,2.8,8634.0,4.6,2.9,846.0,Work
U11657,23,Other,Delhi,Google Pixel,iOS,,20.1,295.2,155.0,1.0,6833.0,0.6,1.0,839.0,Education
U11658,25,Male,Lucknow,Motorola,iOS,9.9,44.1,41.7,119.0,4.0,5111.0,2.0,4.7,1337.0,Social Media
U11659,52,Other,Jaipur,Samsung,iOS,9.6,22.0,20.9,193.0,0.9,622.0,7.5,1.5,1362.0,Education
U11660,33,Other,Pune,Realme,iOS,4.4,41.9,153.8,15.0,3.3,7214.0,7.2,3.9,1670.0,Entertainment
U11661,41,Other,Bangalore,Realme,Android,9.4,47.7,239.5,108.0,2.1,6624.0,6.2,,780.0,Social Media
U11662,57,Male,Bangalore,Vivo,iOS,6.3,20.9,157.5,160.0,4.6,2866.0,,1.7,1259.0,Social Media
U11663,60,Female,Bangalore,Google Pixel,iOS,10.5,36.0,261.9,10.0,1.4,8756.0,3.9,0.8,780.0,Social Media
U11664,42,Other,Jaipur,Nokia,Android,,31.3,56.9,57.0,5.1,932.0,1.0,4.7,,Entertainment
U11665,23,Female,Pune,OnePlus,Android,3.3,36.4,276.5,143.0,2.7,5491.0,4.9,1.1,1563.0,Gaming
U11666,33,Male,Jaipur,OnePlus,Android,2.0,30.4,74.0,176.0,1.7,3837.0,,1.6,,Work
U11667,48,Female,Pune,Google Pixel,Android,9.3,46.3,208.7,36.0,1.7,2303.0,3.8,1.4,834.0,Gaming
U11668,32,Other,Hyderabad,Motorola,Android,7.0,23.6,,14.0,1.7,1224.0,3.2,,,Social Media
U11669,28,Female,Ahmedabad,Xiaomi,iOS,10.2,2.1,44.5,65.0,5.9,9727.0,6.7,0.0,899.0,Gaming
U11670,31,Female,Pune,Oppo,Android,6.0,43.3,214.7,58.0,3.6,5985.0,,4.9,668.0,Work
U11671,39,Female,Jaipur,OnePlus,Android,5.2,17.4,144.9,184.0,1.7,4835.0,0.6,0.4,966.0,Social Media
U11672,39,Male,Pune,Vivo,iOS,5.9,36.1,96.5,,,9392.0,1.1,1.7,,Entertainment
U11673,22,Female,Pune,Realme,Android,7.5,40.6,147.5,139.0,1.8,9414.0,0.5,1.0,,Entertainment
U11674,25,Male,Chennai,Apple,Android,8.5,23.0,258.9,137.0,3.3,5297.0,3.0,0.2,681.0,Gaming
,60,Other,Jaipur,Realme,iOS,7.7,40.2,273.7,174.0,4.0,1745.0,1.0,3.0,1330.0,Social Media
U11676,55,Female,Delhi,Google Pixel,iOS,10.0,17.0,124.5,50.0,4.2,2106.0,2.5,3.2,,Gaming
U11677,39,Male,Hyderabad,Vivo,Android,11.4,32.2,228.7,158.0,3.8,,4.1,,637.0,Gaming
U11678,30,Other,Jaipur,Apple,Android,3.4,31.1,91.9,158.0,4.6,7398.0,2.0,0.4,,Work
U11679,59,Female,Hyderabad,Samsung,iOS,7.0,3.9,226.3,155.0,3.4,3629.0,,4.4,984.0,Social Media
U11680,36,Other,Kolkata,Motorola,iOS,,6.5,288.6,168.0,1.2,7326.0,7.6,0.8,,Work
U11681,57,Other,Ahmedabad,Google Pixel,Android,8.0,9.4,79.3,53.0,4.6,7930.0,2.0,4.2,735.0,Entertainment
U11682,33,Female,Mumbai,Xiaomi,Android,3.0,4.3,209.1,78.0,3.9,972.0,7.7,0.9,,Education
U11683,44,Male,Jaipur,Vivo,iOS,,6.1,127.8,188.0,2.9,5300.0,1.6,2.1,1079.0,Education
U11684,17,Male,Mumbai,Vivo,Android,8.6,21.4,256.2,,1.7,5528.0,2.5,4.0,1568.0,Work
U11685,59,Female,Bangalore,Oppo,Android,4.7,46.1,,109.0,1.6,,3.8,,1460.0,Gaming
U11686,32,Male,Jaipur,OnePlus,Android,10.4,45.5,281.0,29.0,4.2,,5.0,1.5,340.0,Education
U11687,53,Other,Kolkata,Samsung,iOS,11.0,9.4,114.9,110.0,3.6,2461.0,5.5,4.7,1678.0,Gaming
,58,Male,Jaipur,Apple,Android,11.2,19.4,68.9,191.0,5.6,,6.7,4.9,1200.0,Education
U11689,18,Other,Chennai,Vivo,iOS,11.5,38.0,,160.0,1.9,3803.0,1.1,0.2,1024.0,Entertainment
U11690,15,Male,Hyderabad,Oppo,iOS,1.4,13.3,79.9,143.0,1.0,6090.0,4.1,3.3,1322.0,Education
U11691,26,Male,Kolkata,Samsung,Android,1.8,43.2,265.6,141.0,3.3,5580.0,4.0,3.7,829.0,Work
U11692,16,Female,Mumbai,Realme,Android,9.6,10.4,213.1,133.0,5.3,6519.0,2.5,3.6,1650.0,Work
U11693,32,Male,Kolkata,Google Pixel,Android,9.6,47.4,122.7,21.0,2.1,4751.0,,,1902.0,Education
U11694,45,Female,Bangalore,Samsung,Android,10.5,12.8,78.0,88.0,1.2,1630.0,2.5,3.2,1320.0,Social Media
U11695,22,Other,Lucknow,Vivo,Android,10.8,39.7,69.1,,4.4,9176.0,3.5,1.0,513.0,Social Media
U11696,21,Female,Jaipur,Vivo,iOS,5.3,43.9,,37.0,3.4,4450.0,0.6,0.6,441.0,Education
U11697,20,Other,Hyderabad,OnePlus,iOS,3.8,,176.2,127.0,5.9,,7.6,2.4,1019.0,Education
U11698,44,Male,Chennai,Vivo,iOS,5.0,44.1,286.5,20.0,0.8,1441.0,,1.7,476.0,Gaming
U11699,25,Female,Hyderabad,OnePlus,Android,5.6,22.4,18.0,59.0,1.3,1860.0,3.9,0.4,748.0,Education
U11700,21,Female,Bangalore,OnePlus,Android,3.4,34.7,17.7,170.0,3.3,7677.0,5.6,3.1,462.0,Social Media
U11701,37,Other,Hyderabad,Oppo,iOS,10.0,35.9,,172.0,1.0,4929.0,8.0,2.1,,Entertainment
U11702,58,Other,Lucknow,Realme,iOS,8.9,5.0,124.3,34.0,5.6,4524.0,1.2,3.3,456.0,Entertainment
U11703,24,Female,Hyderabad,Apple,iOS,1.7,1.1,70.5,,3.3,2896.0,4.9,3.0,1724.0,Education
U11704,33,Other,Mumbai,Google Pixel,iOS,2.6,33.7,208.3,97.0,3.6,1611.0,1.4,1.1,291.0,Gaming
U11705,27,Male,Lucknow,Realme,Android,3.6,30.3,229.6,26.0,3.8,3569.0,2.7,3.6,174.0,Work
U11706,34,Male,Bangalore,Apple,Android,,28.3,111.6,25.0,4.7,3625.0,6.4,4.1,354.0,Education
U11707,47,Male,Kolkata,OnePlus,Android,2.5,46.8,204.6,16.0,5.2,7173.0,5.6,,1992.0,Social Media
U11708,32,Male,Bangalore,Realme,Android,7.6,1.5,299.5,196.0,4.2,3954.0,7.2,2.5,1965.0,Social Media
U11709,26,Female,Bangalore,Apple,Android,8.5,29.3,122.9,31.0,5.6,1831.0,1.7,,,Social Media
U11710,34,Other,Lucknow,Vivo,iOS,11.7,11.2,162.9,144.0,,9004.0,3.1,2.0,775.0,Gaming
U11711,23,Female,Bangalore,Google Pixel,iOS,6.5,48.6,207.8,47.0,1.4,9666.0,0.8,4.1,1576.0,Work
U11712,43,Female,Chennai,Xiaomi,Android,9.7,15.9,124.4,82.0,,2054.0,7.5,3.4,1559.0,Education
U11713,29,Female,Mumbai,Samsung,iOS,,7.3,170.6,,1.1,4468.0,5.8,2.3,1282.0,Work
U11714,55,Other,Delhi,Realme,Android,10.8,28.4,19.2,183.0,2.6,9111.0,3.6,3.4,488.0,Education
U11715,39,Male,Hyderabad,Google Pixel,iOS,11.4,19.5,16.9,199.0,5.8,6030.0,3.3,3.9,,Social Media
U11716,52,Other,Kolkata,OnePlus,iOS,2.0,,182.8,108.0,4.8,3498.0,7.6,3.5,1596.0,Work
,30,Female,Hyderabad,Apple,iOS,6.4,1.6,206.3,166.0,2.6,1861.0,6.9,1.7,637.0,Work
U11718,51,Male,Chennai,Realme,Android,10.6,31.6,188.8,124.0,5.9,1435.0,3.3,2.5,967.0,Social Media
U11719,56,Female,Bangalore,Xiaomi,iOS,,47.4,148.9,62.0,5.2,7765.0,2.3,4.5,168.0,Entertainment
U11720,27,Female,Mumbai,Motorola,Android,1.3,6.5,288.4,102.0,4.9,,1.0,1.2,660.0,Social Media
U11721,49,Female,Delhi,Realme,iOS,6.1,21.8,139.4,117.0,5.9,6697.0,7.9,0.8,1039.0,Gaming
U11722,58,Female,Ahmedabad,Nokia,iOS,10.2,15.5,104.9,144.0,5.6,5918.0,2.5,3.9,1233.0,Entertainment
U11723,15,Female,Bangalore,Apple,Android,9.3,45.7,,97.0,1.8,3909.0,6.9,2.2,1630.0,Work
U11724,49,Male,Pune,Google Pixel,Android,9.1,29.8,251.0,33.0,0.8,2952.0,7.0,3.0,486.0,Entertainment
,20,Male,Delhi,OnePlus,Android,4.5,40.0,23.2,,1.4,8837.0,1.2,,1766.0,Work
U11726,58,Other,Lucknow,Motorola,iOS,5.7,35.8,147.2,81.0,,2407.0,2.8,0.8,803.0,Work
U11727,39,Female,Mumbai,Vivo,iOS,8.3,7.8,215.7,112.0,,924.0,7.9,0.2,1801.0,Social Media
U11728,35,Other,Delhi,Oppo,Android,9.8,27.7,215.8,81.0,4.1,8847.0,4.1,,1212.0,Entertainment
U11729,19,Female,Ahmedabad,Google Pixel,Android,11.4,35.4,,82.0,2.6,6619.0,1.0,1.4,1560.0,Work
U11730,33,Other,Kolkata,OnePlus,Android,5.7,22.4,212.3,94.0,5.7,8746.0,4.8,1.1,1615.0,Gaming
U11731,37,Male,Lucknow,Samsung,Android,8.8,31.4,269.9,167.0,4.3,2264.0,1.1,,1169.0,Entertainment
U11732,41,Female,Jaipur,Apple,iOS,2.6,10.4,76.6,127.0,1.7,7880.0,5.6,0.8,445.0,Work
U11733,55,Other,Jaipur,Oppo,iOS,4.7,18.2,178.0,89.0,3.6,,1.3,4.9,1403.0,Social Media
U11734,54,Female,Pune,Realme,iOS,12.0,24.4,152.8,131.0,5.1,8793.0,1.2,2.4,232.0,Work
,59,Other,Kolkata,Xiaomi,iOS,7.0,7.8,211.3,107.0,1.6,8824.0,6.8,2.1,1501.0,Education
U11736,19,Other,Kolkata,OnePlus,Android,1.2,41.5,,20.0,1.1,4037.0,2.6,4.2,377.0,Gaming
U11737,49,Male,Chennai,Nokia,iOS,9.4,34.9,,99.0,5.1,8277.0,2.7,4.9,1083.0,Education
U11738,22,Female,Lucknow,Samsung,iOS,9.7,48.3,26.5,142.0,1.2,819.0,5.0,3.6,,Work
U11739,38,Female,Chennai,Apple,iOS,1.3,37.5,179.3,19.0,1.1,9658.0,2.4,,1256.0,Work
U11740,41,Other,Hyderabad,Vivo,Android,1.4,33.6,267.1,146.0,2.4,4776.0,3.0,4.8,,Gaming
,25,Other,Lucknow,Google Pixel,iOS,4.1,38.8,284.2,,,5951.0,3.2,4.4,1499.0,Work
U11742,42,Male,Ahmedabad,Google Pixel,iOS,2.7,26.2,189.4,,4.7,9331.0,4.0,1.2,1789.0,Social Media
U11743,38,Other,Jaipur,Google Pixel,iOS,5.7,37.6,249.5,99.0,4.1,7038.0,6.4,0.8,1434.0,Work
U11744,18,Female,Bangalore,Samsung,iOS,5.9,20.6,66.5,110.0,1.8,2788.0,6.2,4.4,1585.0,Social Media
U11745,40,Male,Bangalore,Realme,Android,6.8,1.6,294.5,154.0,,3908.0,3.2,0.4,1335.0,Work
,29,Other,Delhi,Nokia,iOS,3.4,8.2,181.0,152.0,3.1,8241.0,,3.4,1532.0,Education
U11747,48,Other,Delhi,Nokia,iOS,2.1,4.6,273.0,188.0,5.8,3480.0,,4.3,602.0,Gaming
U11748,52,Male,Jaipur,Xiaomi,Android,8.5,25.1,271.5,66.0,5.0,,5.4,1.2,1100.0,Entertainment
U11749,19,Female,Hyderabad,Apple,iOS,7.2,3.1,73.3,87.0,2.8,5739.0,5.9,2.1,285.0,Work
U11750,22,Male,Jaipur,Apple,Android,10.9,20.3,98.8,185.0,5.6,9878.0,7.6,0.1,1085.0,Education
U11751,50,Male,Lucknow,Google Pixel,Android,1.6,,98.4,,3.1,,,4.8,458.0,Gaming
U11752,24,Male,Pune,Realme,iOS,6.5,15.9,122.6,129.0,3.1,6957.0,3.4,3.4,816.0,Social Media
U11753,58,Female,Kolkata,Motorola,Android,,24.9,,57.0,3.2,2514.0,,2.4,871.0,Education
U11754,31,Other,Lucknow,Samsung,Android,5.5,17.1,285.9,192.0,0.9,9269.0,2.2,0.2,1788.0,Social Media
U11755,44,Male,Lucknow,Realme,iOS,8.6,31.1,248.0,194.0,0.5,1551.0,1.0,2.5,,Gaming
U11756,35,Male,Jaipur,Vivo,Android,,19.8,29.6,167.0,5.2,7084.0,5.7,2.7,,Work
U11757,59,Other,Lucknow,Nokia,Android,7.9,47.0,103.7,71.0,1.9,7594.0,2.2,0.2,1901.0,Education
U11758,32,Other,Ahmedabad,Samsung,Android,11.1,16.8,104.7,17.0,3.5,5991.0,6.4,4.4,604.0,Gaming
U11759,59,Male,Kolkata,Nokia,Android,11.0,34.0,191.7,82.0,3.4,,1.5,0.1,604.0,Gaming
U11760,50,Female,Hyderabad,Realme,Android,,10.6,166.1,133.0,3.6,5539.0,2.2,1.9,986.0,Gaming
,54,Other,Hyderabad,Nokia,iOS,6.7,41.7,279.4,76.0,4.0,7939.0,2.2,0.4,440.0,Work
U11762,52,Other,Ahmedabad,OnePlus,Android,1.2,47.2,132.7,116.0,3.1,3276.0,2.7,2.0,1432.0,Social Media
U11763,15,Other,Hyderabad,Xiaomi,iOS,7.8,,263.0,93.0,4.9,7846.0,6.4,1.9,1907.0,Education
U11764,52,Other,Chennai,OnePlus,Android,6.9,27.0,70.8,114.0,0.5,1895.0,2.7,4.7,915.0,Work
U11765,34,Other,Chennai,Xiaomi,iOS,8.0,1.4,25.9,180.0,3.5,5327.0,1.8,0.3,1673.0,Social Media
U11766,21,Female,Mumbai,Nokia,Android,,10.2,197.2,64.0,1.5,8619.0,0.8,2.0,,Gaming
U11767,33,Female,Bangalore,Google Pixel,Android,7.9,46.5,87.3,176.0,3.3,,,3.3,150.0,Education
U11768,55,Other,Mumbai,Vivo,Android,3.3,,111.5,47.0,2.0,1563.0,1.7,4.3,697.0,Work
U11769,48,Male,Pune,Nokia,Android,5.7,5.2,,52.0,5.2,8495.0,,0.2,794.0,Gaming
U11770,49,Other,Ahmedabad,Motorola,iOS,9.3,32.8,,122.0,5.8,6461.0,2.5,4.2,,Gaming
U11771,18,Other,Mumbai,Realme,Android,,42.1,,166.0,4.5,4053.0,5.7,3.2,1390.0,Work
U11772,34,Female,Hyderabad,Nokia,iOS,11.5,19.9,26.2,113.0,,8177.0,7.4,3.0,651.0,Education
U11773,28,Other,Chennai,Oppo,Android,11.3,24.7,,56.0,2.2,6871.0,7.4,4.1,1569.0,Education
U11774,49,Other,Chennai,Oppo,iOS,3.0,20.3,288.8,149.0,5.2,892.0,2.4,2.3,,Education
U11775,41,Male,Hyderabad,Xiaomi,iOS,8.3,36.2,206.7,162.0,2.7,281.0,6.0,,866.0,Entertainment
U11776,37,Female,Pune,Oppo,iOS,2.6,6.1,137.2,133.0,4.9,6464.0,0.5,,1464.0,Work
U11777,37,Female,Delhi,Xiaomi,iOS,9.7,22.4,146.1,70.0,2.7,8253.0,6.0,1.3,1256.0,Education
U11778,43,Male,Bangalore,Motorola,iOS,5.2,3.3,195.3,102.0,0.7,5395.0,5.0,,1961.0,Social Media
U11779,52,Other,Mumbai,Oppo,Android,6.1,24.4,,127.0,0.8,1163.0,7.5,3.9,1529.0,Work
U11780,21,Male,Kolkata,Apple,iOS,6.6,19.7,241.1,115.0,0.9,6085.0,6.9,4.9,360.0,Gaming
U11781,40,Female,Mumbai,Nokia,iOS,4.4,15.7,,84.0,3.8,8013.0,4.3,,,Social Media
,56,Female,Hyderabad,Nokia,Android,3.6,2.7,44.8,93.0,0.6,2512.0,6.0,2.7,476.0,Education
U11783,53,Other,Mumbai,Motorola,iOS,4.0,,261.2,54.0,3.7,,4.9,3.1,242.0,Social Media
U11784,35,Female,Chennai,Nokia,Android,7.6,46.6,232.9,,2.8,,5.2,3.7,1994.0,Entertainment
U11785,52,Other,Chennai,Samsung,Android,5.7,41.7,210.9,,2.8,2028.0,7.5,1.2,1933.0,Social Media
U11786,50,Other,Lucknow,Apple,iOS,11.2,,255.7,81.0,2.9,,2.3,1.6,879.0,Gaming
U11787,46,Female,Kolkata,Google Pixel,Android,3.6,33.0,170.8,110.0,5.7,4576.0,5.3,2.4,1259.0,Social Media
U11788,30,Female,Jaipur,Motorola,Android,6.3,4.9,175.1,144.0,1.0,,5.8,0.9,1813.0,Education
U11789,42,Male,Ahmedabad,OnePlus,iOS,3.7,16.5,191.0,176.0,5.5,8878.0,2.4,3.8,1524.0,Education
U11790,25,Other,Ahmedabad,OnePlus,iOS,2.7,29.8,195.3,180.0,0.9,9226.0,5.5,,329.0,Gaming
U11791,25,Other,Lucknow,Xiaomi,iOS,8.6,11.3,,18.0,5.8,2213.0,5.9,4.8,1009.0,Entertainment
,29,Female,Bangalore,Vivo,iOS,1.8,,270.9,92.0,,8969.0,4.8,3.6,1935.0,Work
U11793,44,Male,Kolkata,Oppo,Android,11.2,41.9,32.3,40.0,2.8,7013.0,6.7,2.5,708.0,Education
U11794,25,Male,Ahmedabad,Motorola,iOS,6.9,48.3,293.0,108.0,5.4,2185.0,2.7,4.3,426.0,Gaming
U11795,54,Male,Chennai,Oppo,Android,,11.3,237.3,109.0,2.6,7396.0,,2.1,206.0,Gaming
U11796,37,Other,Lucknow,Nokia,Android,2.1,27.4,259.1,188.0,1.7,7650.0,5.1,4.4,778.0,Work
U11797,28,Male,Hyderabad,Motorola,iOS,11.3,37.7,208.7,17.0,1.2,5550.0,7.7,,1765.0,Entertainment
U11798,38,Male,Kolkata,Apple,Android,,,25.0,18.0,5.1,4912.0,2.4,1.0,879.0,Education
U11799,42,Female,Hyderabad,Xiaomi,Android,6.0,21.5,33.9,79.0,4.4,3256.0,3.9,2.7,1442.0,Gaming
U11800,24,Male,Kolkata,Xiaomi,iOS,6.6,13.5,178.3,56.0,,3981.0,3.0,0.7,1675.0,Entertainment
U11801,16,Female,Ahmedabad,Realme,Android,,2.4,147.1,10.0,4.3,6837.0,4.9,1.2,853.0,Social Media
U11802,33,Male,Hyderabad,Oppo,iOS,8.0,13.5,89.6,11.0,2.7,1849.0,1.2,4.9,1333.0,Education
U11803,27,Other,Jaipur,Google Pixel,iOS,8.2,37.6,65.2,186.0,4.5,2051.0,,3.7,1480.0,Entertainment
U11804,30,Female,Delhi,Realme,Android,1.6,3.6,204.6,155.0,5.2,9481.0,,2.5,120.0,Education
U11805,37,Other,Chennai,Samsung,iOS,11.0,36.2,,146.0,,4385.0,5.3,3.3,1012.0,Education
U11806,40,Other,Ahmedabad,OnePlus,iOS,4.2,46.9,26.0,46.0,1.5,4150.0,,2.9,,Education
U11807,60,Other,Chennai,Vivo,Android,8.3,26.6,134.3,14.0,1.6,7924.0,6.7,3.4,212.0,Gaming
U11808,38,Female,Delhi,Vivo,iOS,3.4,16.3,202.2,29.0,3.6,9087.0,5.3,,1092.0,Social Media
U11809,52,Other,Pune,Apple,Android,7.4,39.0,282.8,153.0,4.4,5214.0,4.3,5.0,1909.0,Gaming
U11810,20,Male,Pune,Google Pixel,iOS,4.6,40.6,55.2,51.0,5.4,3652.0,4.4,4.5,1674.0,Work
U11811,36,Other,Lucknow,Apple,Android,9.2,,86.4,173.0,,2213.0,4.0,4.8,153.0,Education
U11812,21,Male,Lucknow,Google Pixel,Android,,7.3,243.9,40.0,3.7,6326.0,7.4,,1864.0,Work
U11813,42,Female,Bangalore,Apple,Android,12.0,39.6,,169.0,3.0,2899.0,2.3,4.8,1923.0,Work
U11814,49,Other,Hyderabad,Nokia,iOS,11.5,,79.9,69.0,3.5,2652.0,3.3,1.6,1064.0,Gaming
U11815,51,Other,Ahmedabad,Google Pixel,iOS,3.6,4.0,5.3,18.0,3.7,2446.0,,3.1,699.0,Work
U11816,34,Male,Bangalore,Vivo,iOS,1.3,10.7,92.3,60.0,2.7,2404.0,2.0,0.5,1046.0,Entertainment
U11817,26,Male,Jaipur,Vivo,Android,2.8,,49.3,192.0,4.6,8799.0,1.1,3.6,,Education
U11818,24,Male,Pune,Samsung,iOS,9.3,,167.5,97.0,2.2,5338.0,3.9,3.5,982.0,Entertainment
U11819,33,Other,Jaipur,Nokia,iOS,,16.3,31.2,111.0,3.9,9373.0,1.7,,1112.0,Education
U11820,58,Other,Pune,Samsung,iOS,1.4,22.2,108.4,91.0,3.5,,0.5,1.9,1178.0,Gaming
U11821,58,Male,Mumbai,Motorola,iOS,7.7,14.1,,182.0,2.0,8113.0,,3.4,115.0,Work
U11822,24,Other,Chennai,Google Pixel,Android,1.2,33.6,230.6,98.0,3.9,3182.0,6.8,4.8,1927.0,Gaming
U11823,25,Male,Kolkata,Nokia,iOS,4.2,32.1,12.0,144.0,3.7,3360.0,5.1,1.7,978.0,Entertainment
U11824,30,Other,Kolkata,Apple,iOS,12.0,7.0,275.2,13.0,2.8,3465.0,,2.2,962.0,Entertainment
U11825,47,Female,Lucknow,Xiaomi,Android,9.6,4.0,57.0,178.0,4.7,4960.0,,2.9,1618.0,Social Media
